sales_map_rows;Year;Month;Region;Division;State;City;Customer;Address;Longitude;Latitude;SalesChannel;Market_Segment;Sales
415;2014;December;Midwest;East North Central;IN;Fort Wayne;Sybil Coolbeth;1210 Dupont Rd;-85.16;41.18;Sales Channel 1;Infusions;22001.42221
416;2014;December;Midwest;East North Central;IN;Fort Wayne;Yasmin Mestemacher;9827 Lima Rd;-85.17;41.17;Sales Channel 2;Juices;23101.49332
417;2014;December;Midwest;East North Central;IN;Frankfort;Shu Carrero;1603 E Wabash St;-86.49;40.28;Sales Channel 4;Juices;24256.56799
418;2014;December;Midwest;East North Central;IN;Fremont;Dori Salasar;James W Riley Travel Plaza MM 146 [5800 N 100 E];-84.97;41.73;Sales Channel 1;Juices;25469.39638
419;2014;December;Midwest;East North Central;IN;Fremont;Natalia Torkelson;Booth Tarkington Travel Plaza MM 146 [1235 E State Road 120];-84.97;41.73;Sales Channel 1;Softdrinks;26742.8662
420;2014;December;Midwest;East North Central;IN;Gary;Cletus Ragus;1527 W 5th Ave;-87.36;41.6;Sales Channel 1;Sports Drinks;28080.00951
421;2014;December;Midwest;East North Central;IN;Gas City;Gertie Vacante;1024 East Main Street;-85.6;40.49;Sales Channel 3;Juices;29484.00999
422;2014;December;Midwest;East North Central;IN;Granger;Christinia Sickle;12880 State Rd 23;-86.12;41.75;Sales Channel 4;Sports Drinks;30958.21049
423;2014;December;Midwest;East North Central;IN;Greendale;Scottie Adan;595 E Eads Pky;-84.85;39.11;Sales Channel 2;Infusions;32506.12101
424;2014;December;Midwest;East North Central;IN;Greenfield;Damaris Kuhlenschmidt;1490 North State Street;-85.78;39.8;Sales Channel 2;Infusions;15636
425;2014;December;Midwest;East North Central;IN;Greenfield;Lillian Ehrler;2290 North 600 West;-85.92;39.82;Sales Channel 2;Sports Drinks;16417.8
426;2014;December;Midwest;East North Central;IN;Greenwood;Bo Silvas;2252 Us Highway 31 S;-86.1;39.58;Sales Channel 2;Softdrinks;17238.69
427;2014;December;Midwest;East North Central;IN;Greenwood;Virgina Feist;121 S Marlin Dr;-86.16;39.62;Sales Channel 2;Sports Drinks;18100.6245
428;2014;December;Midwest;East North Central;IN;Hammond;Bao Reine;3639 E 169th St;-87.44;41.59;Sales Channel 1;Juices;19005.65573
429;2014;December;Midwest;East North Central;IN;Hammond;Maryanna Spidle;7420 Kennedy Ave;-87.46;41.58;Sales Channel 1;Infusions;19955.93851
430;2014;December;Midwest;East North Central;IN;Hobart;Merissa Talladino;1939 E 80th Ave;-87.29;41.47;Sales Channel 2;Softdrinks;20953.73544
431;2014;December;Midwest;East North Central;IN;Indianapolis;Alecia Stachnik;7279 N Keystone Ave;-86.12;39.89;Sales Channel 2;Infusions;22001.42221
432;2014;December;Midwest;East North Central;IN;Indianapolis;Alecia Stachnik;7279 N Keystone Ave;-86.12;39.89;Sales Channel 2;Softdrinks;23101.49332
433;2014;December;Midwest;East North Central;IN;Indianapolis;Avis Eiesland;7229 E Washington St;-86.04;39.77;Sales Channel 2;Infusions;24256.56799
434;2014;December;Midwest;East North Central;IN;Indianapolis;Bell Bledsaw;7822 Brookville Rd;-86.03;39.75;Sales Channel 2;Juices;25469.39638
435;2014;December;Midwest;East North Central;IN;Indianapolis;Bev Marando;7000 N Graham Rd;-86.07;39.88;Sales Channel 2;Sports Drinks;26742.8662
436;2014;December;Midwest;East North Central;IN;Indianapolis;Cassie Russer;4705 East 10th Street;-86.24;39.82;Sales Channel 3;Juices;25405.72289
437;2014;December;Midwest;East North Central;IN;Indianapolis;Cristopher Greenwall;7800 Col H Weir Cook Memorial Dr;-86.27;39.73;Sales Channel 2;Softdrinks;26676.00904
438;2014;December;Midwest;East North Central;IN;Indianapolis;Donnetta Declerk;2524 S County Line Rd E;-86.12;39.64;Sales Channel 2;Infusions;28009.80949
439;2014;December;Midwest;East North Central;IN;Indianapolis;Estell Parry;2551 Emerson Ave;-86.08;39.8;Sales Channel 3;Sports Drinks;29410.29996
440;2014;December;Midwest;East North Central;IN;Indianapolis;Hattie Bauerlein;3909 West 96th Street;-86.23;39.93;Sales Channel 2;Infusions;30880.81496
441;2014;December;Midwest;East North Central;IN;Indianapolis;Isabel Pundt;7236 West 10th Street;-86.29;39.79;Sales Channel 2;Sports Drinks;32424.85571
442;2014;December;Midwest;East North Central;IN;Indianapolis;Jame Knupke;3501 W 86th St;-86.22;39.91;Sales Channel 2;Softdrinks;34046.0985
443;2014;December;Midwest;East North Central;IN;Indianapolis;Jordan Balius;4802 West 57th St;-86.24;39.86;Sales Channel 2;Softdrinks;35748.40342
444;2014;December;Midwest;East North Central;IN;Indianapolis;Lewis Vessella;2425 East 38th Street;-86.12;39.83;Sales Channel 4;Juices;37535.82359
445;2014;December;Midwest;East North Central;IN;Indianapolis;Lilly Steinauer;5416 S East St;-86.15;39.69;Sales Channel 4;Softdrinks;39412.61477
446;2014;December;Midwest;East North Central;IN;Indianapolis;Odilia Grodi;1611 N Meridian St;-86.16;39.79;Sales Channel 2;Softdrinks;15636
447;2014;December;Midwest;East North Central;IN;Indianapolis;Silvia Hormander;37 West 38th Street;-86.16;39.82;Sales Channel 2;Sports Drinks;16417.8
448;2014;December;Midwest;East North Central;IN;Indianapolis;Siu Boege;5199 North Keystone Avenue;-86.12;39.85;Sales Channel 2;Infusions;17238.69
449;2014;December;Midwest;East North Central;IN;Indianapolis;Stella Liano;3515 S Post Rd;-86.01;39.72;Sales Channel 2;Sports Drinks;18100.6245
450;2014;December;Midwest;East North Central;IN;Indianapolis;Sueann Gissel;5030 Southport Crossing Pl;-86.08;39.66;Sales Channel 4;Juices;19005.65573
451;2014;December;Midwest;East North Central;IN;Indianapolis;Talia Schwertfeger;7911 Us 31 S;-86.14;39.65;Sales Channel 2;Juices;19955.93851
452;2014;December;Midwest;East North Central;IN;Indianapolis;Tam Shadix;3649 S Keystone Ave;-86.12;39.71;Sales Channel 4;Juices;20953.73544
453;2014;December;Midwest;East North Central;IN;Indianapolis;Tiara Pimental;1934 N Shadeland Ave;-86.05;39.79;Sales Channel 3;Softdrinks;22001.42221
454;2014;December;Midwest;East North Central;IN;Jeffersonville;Aimee Nelsen;3000 E 10th St;-85.71;38.32;Sales Channel 2;Juices;23101.49332
455;2014;December;Midwest;East North Central;IN;Kokomo;Analisa Pennison;1920 East Markland Avenue [WM];-86.11;40.48;Sales Channel 4;Infusions;24256.56799
456;2014;December;Midwest;East North Central;IN;Kokomo;Huey Tatman;2331 W Sycamore St;-86.16;40.49;Sales Channel 4;Juices;25469.39638
457;2014;December;Midwest;East North Central;IN;Kokomo;Magnolia Huemmer;1304 N Reed Rd;-86.11;40.5;Sales Channel 2;Infusions;26742.8662
458;2014;December;Midwest;East North Central;IN;Kokomo;Tu Salzar;201 East Lincoln Road;-86.13;40.45;Sales Channel 2;Sports Drinks;28080.00951
459;2014;December;Midwest;East North Central;IN;Lafayette;Charissa Mirchandani;510 Sagamore Pky N;-86.86;40.42;Sales Channel 4;Juices;29484.00999
460;2014;December;Midwest;East North Central;IN;Lafayette;Kimbery Dehoyos;2812 Us Highway 231 S;-86.92;40.39;Sales Channel 3;Juices;30958.21049
461;2014;December;Midwest;East North Central;IN;Lagrange;Keturah Whalley;613 South Detroit Street;-85.38;41.63;Sales Channel 2;Softdrinks;32506.12101
462;2014;December;Midwest;East North Central;IN;Lawrenceburg;Cody Koba;860 W Eads Pky;-84.88;39.09;Sales Channel 2;Sports Drinks;15636
463;2014;December;Midwest;East North Central;IN;Lebanon;Ryann Callagy;1514 West South Street;-86.49;40.05;Sales Channel 4;Sports Drinks;16417.8
464;2014;December;Midwest;East North Central;IN;Ligonier;Missy Harkcom;1320 Lincolnway S;-85.59;41.46;Sales Channel 2;Softdrinks;17238.69
465;2014;December;Midwest;East North Central;IN;Linton;Cordia Tanimoto;State Road 54 E;-87.1;39.04;Sales Channel 4;Sports Drinks;18100.6245
466;2014;December;Midwest;East North Central;IN;Logansport;Edmundo Munkberg;611 W Market St;-86.38;40.75;Sales Channel 4;Sports Drinks;19005.65573
467;2014;December;Midwest;East North Central;IN;Marion;Angle Bratten;253 Tippy Ditch;-85.55;40.55;Sales Channel 3;Infusions;19955.93851
468;2014;December;Midwest;East North Central;IN;Marion;Renetta Cammarota;2006 South Western Avenue;-85.67;40.54;Sales Channel 3;Juices;20953.73544
469;2014;December;Midwest;East North Central;IN;Martinsville;Isabella Dumaine;410 Grand Valley Boulevard [WM];-86.41;39.42;Sales Channel 2;Sports Drinks;22001.42221
470;2014;December;Midwest;East North Central;IN;Martinsville;Sanda Orwick;2010 Burton Ln;-86.44;39.41;Sales Channel 2;Sports Drinks;23101.49332
471;2014;December;Midwest;East North Central;IN;Merrillville;Onie Apicella;2900 W 81st Ave;-87.37;41.47;Sales Channel 2;Juices;24256.56799
472;2014;December;Midwest;East North Central;IN;Middlebury;Meg Fitzner;57900 IN 13;-85.71;41.66;Sales Channel 4;Infusions;25469.39638
473;2014;December;Midwest;East North Central;IN;Middlebury;Meg Fitzner;57900 IN 13;-85.71;41.66;Sales Channel 4;Sports Drinks;26742.8662
474;2014;December;Midwest;East North Central;IN;Mishawaka;Arianna Ausland;5704 Grape Rd;-86.19;41.71;Sales Channel 3;Softdrinks;25405.72289
475;2014;December;Midwest;East North Central;IN;Mishawaka;Mariko Ducas;2771 Lincoln Way E;-86.14;41.66;Sales Channel 3;Softdrinks;26676.00904
476;2014;December;Midwest;East North Central;IN;Monticello;Boyd Cheevers;726 West Broadway;-74.71;41.66;Sales Channel 4;Softdrinks;28009.80949
477;2014;December;Midwest;East North Central;IN;Mooresville;Janice Phlieger;5 W South St;-86.38;39.61;Sales Channel 4;Juices;29410.29996
478;2014;December;Midwest;East North Central;IN;Muncie;Maurita Goldak;901 East McGalliard Road;-85.38;40.22;Sales Channel 4;Sports Drinks;30880.81496
479;2014;December;Midwest;East North Central;IN;Muncie;Paula Colaw;500 East Charles Street;-85.38;40.19;Sales Channel 4;Softdrinks;32424.85571
480;2014;December;Midwest;East North Central;IN;New Palestine;Margarita Mcfarlain;5122 W Us Highway 52;-85.9;39.72;Sales Channel 2;Juices;34046.0985
481;2014;December;Midwest;East North Central;IN;Noblesville;Bobby Pumphrey;13255 Tegler Dr;-85.92;39.99;Sales Channel 4;Infusions;35748.40342
482;2014;December;Midwest;East North Central;IN;North Manchester;Keitha Pastorino;1702 State Road 114 W;-85.79;41;Sales Channel 1;Sports Drinks;37535.82359
483;2014;December;Midwest;East North Central;IN;North Vernon;Lena Corchero;1479 N State St;-85.64;39.01;Sales Channel 2;Juices;39412.61477
484;2014;December;Midwest;East North Central;IN;Petersburg;Kathryne Marioni;101 West Pike Avenue;-87.29;38.49;Sales Channel 2;Sports Drinks;15636
485;2014;December;Midwest;East North Central;IN;Plainfield;Antonette Kennie;2655 E Main St;-86.36;39.72;Sales Channel 2;Sports Drinks;16417.8
486;2014;December;Midwest;East North Central;IN;Plainfield;Everett Brassard;6101 Cambridge Way;-86.37;39.67;Sales Channel 2;Sports Drinks;17238.69
487;2014;December;Midwest;East North Central;IN;Plainfield;Lorilee Battuello;609 W Main St;-86.41;39.7;Sales Channel 2;Infusions;18100.6245
488;2014;December;Midwest;East North Central;IN;Plymouth;Alvina Kopps;2505 N Oak Rd [WM];-86.33;41.36;Sales Channel 3;Juices;19005.65573
489;2014;December;Midwest;East North Central;IN;Plymouth;Olevia Gerlach;2010 N Michigan Street;-86.31;41.36;Sales Channel 2;Sports Drinks;19955.93851
490;2014;December;Midwest;East North Central;IN;Portage;Gerald Nulle;6120 Central Ave;-87.18;41.58;Sales Channel 2;Infusions;20953.73544
491;2014;December;Midwest;East North Central;IN;Portage;Gerald Nulle;6120 Central Ave;-87.18;41.58;Sales Channel 2;Softdrinks;22001.42221
492;2014;December;Midwest;East North Central;IN;Remington;Breann Odekirk;4255 W US 24;-87.13;40.77;Sales Channel 1;Infusions;23101.49332
493;2014;December;Midwest;East North Central;IN;Rensselaer;Gladys Rebold;8834 W State Road 114;-87.22;40.94;Sales Channel 1;Juices;24256.56799
494;2014;December;Midwest;East North Central;IN;Richmond;Judith Yung;2320 Chester Blvd;-84.89;39.87;Sales Channel 3;Softdrinks;25469.39638
495;2014;December;Midwest;East North Central;IN;Rolling Prairie;Deanna Doring;Wilbur Shaw Travel Plaza [3 N Wilbur Shaw Plz];-86.62;41.71;Sales Channel 4;Softdrinks;26742.8662
496;2014;December;Midwest;East North Central;IN;Rushville;Julian Schwend;1602 N Main St;-85.44;39.63;Sales Channel 2;Infusions;28080.00951
497;2014;December;Midwest;East North Central;IN;Salem;Adelia Ast;603 S Main St;-86.1;38.6;Sales Channel 2;Infusions;29484.00999
498;2014;December;Midwest;East North Central;IN;Seymour;Madison Ridgway;427 Stevens Way;-85.84;38.96;Sales Channel 2;Softdrinks;30958.21049
499;2014;December;Midwest;East North Central;IN;Seymour;Shaunte Decinti;913 East Tipton Street;-85.88;38.96;Sales Channel 2;Infusions;32506.12101
500;2014;December;Midwest;East North Central;IN;Shelbyville;Elli Zeccardi;1631 E State Road 44;-85.75;39.52;Sales Channel 2;Softdrinks;15636
501;2014;December;Midwest;East North Central;IN;Shelbyville;Marshall Yonashiro;1851 W 400 N;-85.82;39.58;Sales Channel 4;Softdrinks;16417.8
502;2014;December;Midwest;East North Central;IN;South Bend;Dalia Heverley;416 N Michigan St;-86.25;41.68;Sales Channel 2;Juices;17238.69
503;2014;December;Midwest;East North Central;IN;South Bend;Jenelle Schlensker;3221 Lincoln Way W [Airport];-86.29;41.69;Sales Channel 2;Juices;18100.6245
504;2014;December;Midwest;East North Central;IN;South Bend;Shane Perschall;3402 Portage Rd;-86.29;41.72;Sales Channel 2;Softdrinks;19005.65573
505;2014;December;Midwest;East North Central;IN;St Paul;Clotilde Zorrilla;7880 N Old Hwy 421;-85.63;39.45;Sales Channel 3;Infusions;19955.93851
506;2014;December;Midwest;East North Central;IN;Sullivan;Elva Honeycutt;755 W Wolfe St;-87.42;39.1;Sales Channel 1;Infusions;20953.73544
507;2014;December;Midwest;East North Central;IN;Syracuse;Jolyn Villalva;902 S Huntington St;-85.75;41.41;Sales Channel 3;Juices;22001.42221
508;2014;December;Midwest;East North Central;IN;Terre Haute;Caitlyn Hunsperger;222 South 3rd Street;-87.41;39.46;Sales Channel 2;Infusions;23101.49332
509;2014;December;Midwest;East North Central;IN;Trafalgar;Enoch Lowthert;706 W Trafalger Pointe Way;-86.16;39.41;Sales Channel 2;Sports Drinks;24256.56799
510;2014;December;Midwest;East North Central;IN;Union City;Wade Shariat;115 South Columbia Street;-84.81;40.2;Sales Channel 3;Softdrinks;25469.39638
511;2014;December;Midwest;East North Central;IN;Valparaiso;Carolyn Sionesini;2150 Morthland Dr;-87.09;41.46;Sales Channel 2;Infusions;26742.8662
512;2014;December;Midwest;East North Central;IN;Wakarusa;Kaci Kaeding;1010 E Waterford St;-86;41.54;Sales Channel 4;Sports Drinks;25405.72289
513;2014;December;Midwest;East North Central;IN;Warren;Jaquelyn Burridge;7221 South Warren Road;-85.44;40.72;Sales Channel 2;Sports Drinks;26676.00904
514;2014;December;Midwest;East North Central;IN;Warsaw;Lacie Bliske;3611 Commerce Dr;-85.8;41.23;Sales Channel 2;Infusions;28009.80949
515;2014;December;Midwest;East North Central;IN;Warsaw;Leanora Brunkhorst;315 N Detroit St;-85.85;41.24;Sales Channel 2;Sports Drinks;29410.29996
516;2014;December;Midwest;East North Central;IN;Washington;Francene Rasnake;1450 National;-87.16;38.65;Sales Channel 1;Sports Drinks;30880.81496
517;2014;December;Midwest;East North Central;IN;West Lafayette;Corie Steigerwalt;5918 State Road 43 N;-86.87;40.5;Sales Channel 3;Sports Drinks;32424.85571
518;2014;December;Midwest;East North Central;IN;West Lafayette;Ozie Vannatter;613 Sagamore Pky W;-86.92;40.45;Sales Channel 3;Sports Drinks;34046.0985
519;2014;December;Midwest;East North Central;IN;West Lafayette;Shelba Shoopman;605 W Stadium Ave;-86.91;40.43;Sales Channel 4;Infusions;35748.40342
520;2014;December;Midwest;East North Central;IN;West Lafayette;Shelba Shoopman;605 W Stadium Ave;-86.91;40.43;Sales Channel 4;Sports Drinks;37535.82359
521;2014;December;Midwest;East North Central;IN;Whiteland;Clora Galligher;2962 East 500 North [Pilot];-86.05;39.55;Sales Channel 3;Sports Drinks;39412.61477
522;2014;December;Midwest;East North Central;IN;Whiting;Alberta Puffenbarger;1822 Indianapolis Boulevard;-87.5;41.68;Sales Channel 2;Sports Drinks;15636
523;2014;December;Midwest;East North Central;IN;Zionsville;Iliana Meisler;50 Brendon Way;-86.28;39.95;Sales Channel 2;Softdrinks;16417.8
524;2014;December;Midwest;East North Central;MI;Ada;Wesley Forest;402 Ada Dr SE [Satellite];-85.48;42.96;Sales Channel 3;Sports Drinks;17238.69
525;2014;December;Midwest;East North Central;MI;Algonac;Norman Ledwell;700 Pointe Tremble Rd;-82.54;42.61;Sales Channel 4;Sports Drinks;18100.6245
526;2014;December;Midwest;East North Central;MI;Allegan;Collene Schatz;889 Marshall St;-85.84;42.52;Sales Channel 2;Infusions;19005.65573
527;2014;December;Midwest;East North Central;MI;Allen Park;Homer Nethken;15405 Southfield Rd [Drive thru only];-83.21;42.26;Sales Channel 2;Softdrinks;19955.93851
528;2014;December;Midwest;East North Central;MI;Alpena;Cecil Wingler;2241 US Hwy 23 S;-83.46;45.04;Sales Channel 4;Infusions;20953.73544
529;2014;December;Midwest;East North Central;MI;Alpena;Cecil Wingler;2241 US Hwy 23 S;-83.46;45.04;Sales Channel 4;Softdrinks;22001.42221
530;2014;December;Midwest;East North Central;MI;Alpena;Samara Hayword;1424 M 32 West;-83.48;45.06;Sales Channel 2;Juices;23101.49332
531;2014;December;Midwest;East North Central;MI;Ann Arbor;Janise Jaworski;3001 Lohr Rd [Waters Rd];-83.73;42.27;Sales Channel 3;Juices;24256.56799
532;2014;December;Midwest;East North Central;MI;Ann Arbor;Lacy Forno;4775 Washtenaw Ave;-83.67;42.25;Sales Channel 3;Sports Drinks;25469.39638
533;2014;December;Midwest;East North Central;MI;Ann Arbor;Laronda Messing;373 N Zeeb Rd;-83.84;42.29;Sales Channel 2;Sports Drinks;26742.8662
534;2014;December;Midwest;East North Central;MI;Ann Arbor;Tana Turano;3325 Washtenaw;-83.69;42.26;Sales Channel 3;Juices;28080.00951
535;2014;December;Midwest;East North Central;MI;Auburn;Sunni Vannorden;4885 Garfield Rd;-84.09;43.6;Sales Channel 2;Infusions;29484.00999
536;2014;December;Midwest;East North Central;MI;Auburn Hills;Basilia Suma;3950 Baldwin Rd;-83.31;42.7;Sales Channel 2;Juices;30958.21049
537;2014;December;Midwest;East North Central;MI;Auburn Hills;Basilia Suma;3950 Baldwin Rd;-83.31;42.7;Sales Channel 2;Sports Drinks;32506.12101
538;2014;December;Midwest;East North Central;MI;AuGres;Xavier Krahenbuhl;326 W Huron St;-83.7;44.05;Sales Channel 4;Juices;15636
539;2014;December;Midwest;East North Central;MI;Bangor;Clay Pates;21 W Monroe St;-86.11;42.31;Sales Channel 4;Juices;16417.8
540;2014;December;Midwest;East North Central;MI;Battle Creek;Corinne Niemie;1695 Michigan Ave W;-85.24;42.35;Sales Channel 1;Softdrinks;17238.69
541;2014;December;Midwest;East North Central;MI;Battle Creek;Georgia Perotti;6079 B Dr N;-85.18;42.26;Sales Channel 4;Infusions;18100.6245
542;2014;December;Midwest;East North Central;MI;Battle Creek;Hyon Sables;2593 Capital Ave Sw;-85.2;42.26;Sales Channel 1;Softdrinks;19005.65573
543;2014;December;Midwest;East North Central;MI;Battle Creek;Jamey Unangst;1085 Capital Ave SW;-85.2;42.29;Sales Channel 1;Softdrinks;19955.93851
544;2014;December;Midwest;East North Central;MI;Battle Creek;Keenan Highman;15901 11 Mile Road;-85.08;42.31;Sales Channel 2;Juices;20953.73544
545;2014;December;Midwest;East North Central;MI;Battle Creek;Madeleine Vanwagner;1160 E Michigan Ave;-85.13;42.31;Sales Channel 1;Sports Drinks;22001.42221
546;2014;December;Midwest;East North Central;MI;Bay City;Adina Swierk;6325 Westside Saginaw Rd;-83.95;43.56;Sales Channel 4;Juices;23101.49332
547;2014;December;Midwest;East North Central;MI;Bay City;Alissa Aldo;2200 Broadway St;-83.89;43.57;Sales Channel 4;Infusions;24256.56799
548;2014;December;Midwest;East North Central;MI;Bay City;Barbra Biez;901 S Euclid Ave;-83.92;43.59;Sales Channel 1;Infusions;25469.39638
549;2014;December;Midwest;East North Central;MI;Bay City;Barbra Biez;901 S Euclid Ave;-83.92;43.59;Sales Channel 1;Softdrinks;26742.8662
550;2014;December;Midwest;East North Central;MI;Bay City;Camilla Korbin;918 N Euclid Ave;-83.91;43.61;Sales Channel 2;Juices;25405.72289
551;2014;December;Midwest;East North Central;MI;Bay City;Eulalia Redenz;5111 S Mackinaw Rd;-83.99;43.59;Sales Channel 1;Sports Drinks;26676.00904
552;2014;December;Midwest;East North Central;MI;Bay City;Veta Cocozza;3840 E Wilder Rd;-83.9;43.62;Sales Channel 1;Juices;28009.80949
553;2014;December;Midwest;East North Central;MI;Belding;Audrie Mcreath;1125 W State Road;-85.24;43.09;Sales Channel 3;Juices;29410.29996
554;2014;December;Midwest;East North Central;MI;Benzonia;Mike Loterbauer;1654 Benzie Hwy;-86.1;44.61;Sales Channel 2;Softdrinks;30880.81496
555;2014;December;Midwest;East North Central;MI;Big Rapids;Dorcas Hemmingsen;1020 South State Street;-85.48;43.69;Sales Channel 2;Softdrinks;32424.85571
556;2014;December;Midwest;East North Central;MI;Birch Run;Vanesa Shalash;8715 Main St;-83.78;43.25;Sales Channel 1;Juices;34046.0985
557;2014;December;Midwest;East North Central;MI;Blissfield;Cary Boothman;511 E Adrian St;-83.85;41.83;Sales Channel 4;Juices;35748.40342
558;2014;December;Midwest;East North Central;MI;Boyne City;Jack Kirt;1000 E Division;-85;45.2;Sales Channel 2;Softdrinks;37535.82359
559;2014;December;Midwest;East North Central;MI;Bridgman;Tinisha Reay;10280 Red Arrow Hwy;-86.57;41.93;Sales Channel 1;Sports Drinks;39412.61477
560;2014;December;Midwest;East North Central;MI;Buchanan;Ettie Hawrylak;813 E Front St;-86.35;41.83;Sales Channel 4;Softdrinks;15636
561;2014;December;Midwest;East North Central;MI;Burton;Marlyn Wodskow;G 3391 S Saginaw St;-83.67;42.97;Sales Channel 2;Infusions;16417.8
562;2014;December;Midwest;East North Central;MI;Cadillac;Dot Wigley;8560 E 34 Rd [Boon Rd];-85.42;44.25;Sales Channel 2;Softdrinks;17238.69
563;2014;December;Midwest;East North Central;MI;Caledonia;Adrian Mcnamer;9383 Cherry Valley;-85.51;42.8;Sales Channel 1;Infusions;18100.6245
564;2014;December;Midwest;East North Central;MI;Canton;Bea Chhum;44900 Ford Rd;-83.48;42.32;Sales Channel 3;Infusions;19005.65573
565;2014;December;Midwest;East North Central;MI;Canton;Rigoberto Eccles;45510 Michigan Ave;-83.49;42.27;Sales Channel 4;Sports Drinks;19955.93851
566;2014;December;Midwest;East North Central;MI;Capac;Sherise Christain;3200 Capac Rd;-82.93;42.99;Sales Channel 1;Infusions;20953.73544
567;2014;December;Midwest;East North Central;MI;Cedar Springs;Necole Griswold;4141 17 Mile Road;-85.57;43.22;Sales Channel 1;Softdrinks;22001.42221
568;2014;December;Midwest;East North Central;MI;Centreville;Gregg Karam;22785 M 86;-85.51;41.92;Sales Channel 3;Infusions;23101.49332
569;2014;December;Midwest;East North Central;MI;Charlevoix;Altagracia Poser;1440 Bridge St;-85.26;45.31;Sales Channel 2;Softdrinks;24256.56799
570;2014;December;Midwest;East North Central;MI;Charlotte;Annetta Bejaran;207 Lansing St;-84.83;42.57;Sales Channel 3;Infusions;25469.39638
571;2014;December;Midwest;East North Central;MI;Cheboygan;Yasmin Brownley;1020 S Main St;-84.48;45.63;Sales Channel 2;Juices;26742.8662
572;2014;December;Midwest;East North Central;MI;Chesaning;Denese Gaul;12943 W Brady Rd;-84.17;43.19;Sales Channel 1;Juices;28080.00951
573;2014;December;Midwest;East North Central;MI;Chesaning;Denese Gaul;12943 W Brady Rd;-84.17;43.19;Sales Channel 1;Sports Drinks;29484.00999
574;2014;December;Midwest;East North Central;MI;Chesterfield;Anjelica Tiemens;28320 23 Mile Rd;-82.83;42.67;Sales Channel 1;Softdrinks;30958.21049
575;2014;December;Midwest;East North Central;MI;Clinton Township;Annamae Gritman;41500 Garfield Rd;-82.95;42.6;Sales Channel 2;Softdrinks;32506.12101
576;2014;December;Midwest;East North Central;MI;Clinton Township;Donette Louris;43180 Hayes Rd;-82.97;42.61;Sales Channel 4;Infusions;15636
577;2014;December;Midwest;East North Central;MI;Clinton Township;Donette Louris;43180 Hayes Rd;-82.97;42.61;Sales Channel 4;Sports Drinks;16417.8
578;2014;December;Midwest;East North Central;MI;Clinton Township;Latrina Susla;15855 15 Mile Rd;-82.96;42.55;Sales Channel 2;Infusions;17238.69
579;2014;December;Midwest;East North Central;MI;Clinton Township;Robbie Dauge;35243 Groesbeck Hwy;-82.92;42.56;Sales Channel 2;Juices;18100.6245
580;2014;December;Midwest;East North Central;MI;Clinton Township;Willow Hoogland;22050 Hall Rd;-82.89;42.63;Sales Channel 1;Juices;19005.65573
581;2014;December;Midwest;East North Central;MI;Coloma;Retha Waltzer;150 East Ryno Rd;-86.31;42.18;Sales Channel 2;Infusions;19955.93851
582;2014;December;Midwest;East North Central;MI;Commerce Twp;Dannielle Mcclallen;8300 Richardson Rd;-83.45;42.58;Sales Channel 2;Juices;20953.73544
583;2014;December;Midwest;East North Central;MI;Coopersville;Keva Iannalo;59 68th Ave S;-85.96;43.06;Sales Channel 4;Sports Drinks;22001.42221
584;2014;December;Midwest;East North Central;MI;Croswell;Sebastian Dednam;174 S Howard Ave;-82.62;43.27;Sales Channel 4;Softdrinks;23101.49332
585;2014;December;Midwest;East North Central;MI;Davison;Trinity Sypher;7518 Lapeer Rd;-83.57;43.01;Sales Channel 1;Juices;24256.56799
586;2014;December;Midwest;East North Central;MI;Dearborn Heights;Minh Katsbulas;6412 N Telegraph Rd;-83.27;42.33;Sales Channel 2;Infusions;25469.39638
587;2014;December;Midwest;East North Central;MI;Dearborn Heights;Minh Katsbulas;6412 N Telegraph Rd;-83.27;42.33;Sales Channel 2;Sports Drinks;26742.8662
588;2014;December;Midwest;East North Central;MI;Detroit;Allen Abeyta;18201 Mack Ave;-82.91;42.41;Sales Channel 2;Infusions;25405.72289
589;2014;December;Midwest;East North Central;MI;Detroit;Andrea Moreno;20405 Conant St;-83.08;42.45;Sales Channel 1;Sports Drinks;26676.00904
590;2014;December;Midwest;East North Central;MI;Detroit;Ashanti Pafel;6876 Michigan Ave;-83.13;42.33;Sales Channel 2;Softdrinks;28009.80949
591;2014;December;Midwest;East North Central;MI;Detroit;Coreen Holtry;8825 E Jefferson Ave;-82.99;42.36;Sales Channel 2;Softdrinks;29410.29996
592;2014;December;Midwest;East North Central;MI;Detroit;Mazie Davers;15321 Wyoming Rd;-83.16;42.4;Sales Channel 2;Juices;30880.81496
593;2014;December;Midwest;East North Central;MI;Detroit;Rebecca Quijas;14204 W 7 Mile Rd;-83.19;42.43;Sales Channel 3;Softdrinks;32424.85571
594;2014;December;Midwest;East North Central;MI;Detroit;Shannan Megown;9815 Grand River Ave;-83.14;42.37;Sales Channel 1;Sports Drinks;34046.0985
595;2014;December;Midwest;East North Central;MI;Detroit;Sherman Simpton;15501 Plymouth Rd;-83.2;42.37;Sales Channel 4;Softdrinks;35748.40342
596;2014;December;Midwest;East North Central;MI;Detroit;Shiela Sauseda;4200 Conner St;-82.97;42.38;Sales Channel 2;Sports Drinks;37535.82359
597;2014;December;Midwest;East North Central;MI;Detroit;Zack Pasquariello;10400 Gratiot Ave;-83;42.4;Sales Channel 3;Sports Drinks;39412.61477
